id,title,company,location,salary,description
NAU_219196, Fabrication Inspection Engineer,Naukri Listed Company,"Ahmedabad,Vadodara,Panipat,Baddi,Guwahati", Not Disclosed by Recruiter ," Fabrication Inspection Engineer Production/Manufacturing/Maintenance  Fabrication| Site management| Chemical| ASNT| Inspection| WPS| Heavy fabrication| Petrochemical| Recruitment Production , Manufacturing , Maintenance Oil and Gas, Energy, Power, Infrastructure 5 - 10 yrs"
NAU_878587, IT Architect / Senior Dot Net Developer ( Manufacturing MNC),Naukri Listed Company,Chennai," 13,00,000 - 18,00,000 PA. "," IT Architect / Senior Dot Net Developer ( Manufacturing MNC) Programming & Design  C#| JAVASCRIPT| CSS| VB.NET| .net developer| asp .net| JSON| HTML| dot net| WEB APPLICATIONS| SQL DATABASE| XML| ASP.NET| .net| MVC| AJAX IT Software - Application Programming , Maintenance Industrial Products, Heavy Machinery 7 - 12 yrs"
NAU_957976, HR Manager/Sr. HR Executive,Naukri Listed Company,Delhi, Not Disclosed by Recruiter ," HR Manager/Sr. HR Executive HR/ Recruitment / IR  Payroll management| Senior HR Executive| Database| HR| Management| Human resource management| Recruitment HR , Recruitment , Administration , IR Recruitment, Staffing 3 - 7 yrs"
NAU_620912, Support Executive On field,Naukri Listed Company,"Mumbai,Mumbai", Not Disclosed by Recruiter ," Support Executive On field Retail Sales  executive| management| it hardware| interpersonal skills| business development| selling Sales , Retail , Business Development IT-Software, Software Services 1 - 3 yrs"
NAU_745150, SME - Guarantee - BFSI / BPO Experience,Naukri Listed Company,Mumbai," 4,00,000 - 8,00,000 PA. "," SME - Guarantee - BFSI / BPO Experience Back Office/Web/Transaction Processing  claims| sme| international clients| subject matter expert ITES , BPO , KPO , LPO , Customer Service , Operations BPO, Call Centre, ITeS 3 - 7 yrs"
NAU_741577, Senior Developer - Hybris,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Senior Developer - Hybris Programming & Design  Backend| SAP| Analytical| Agile| E-commerce| Scrum| PCM| SDLC| Supervision IT Software - Application Programming , Maintenance Banking, Financial Services, Broking 5 - 10 yrs"
NAU_653443," Marketing Executive - Lubricants, Greases, Speciality Oils, Waxes",Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Marketing Executive - Lubricants, Greases, Speciality Oils, Waxes Marketing  Sales Planning| Marketing Analysis| Lubricants| Customer Complaints| Customer Focus| Customer Support| Marketing Marketing , Advertising , MR , PR , Media Planning Oil and Gas, Energy, Power, Infrastructure 15 - 16 yrs"
NAU_434240, Manager - Export - Saarc Countries - FOOD & Beverages - Ahmedabad,Naukri Listed Company,Ahmedabad," 10,00,000 - 12,00,000 PA. "," Manager - Export - Saarc Countries - FOOD & Beverages - Ahmedabad Corporate Sales  Leadership skills| International Business development| beverage| food| strategic planning Sales , Retail , Business Development FMCG, Foods, Beverage 6 - 10 yrs"
NAU_368169, Full Stack Developer - Java/javascript,Naukri Listed Company,"Delhi NCR,Gurgaon", Not Disclosed by Recruiter ," Full Stack Developer - Java/javascript Programming & Design  Java| AngularJS| NoSQL| UML| XML| Javascript| Bootstrap| JSON| SQL IT Software - Application Programming , Maintenance IT-Software, Software Services 2 - 6 yrs"
NAU_169556, Tech Lead,Naukri Listed Company,Pune, Not Disclosed by Recruiter ," Tech Lead Programming & Design  Oracle| Informatica| SDLC| RDBMS| Agile| Performance tuning| Unix shell scripting| metadata| Data quality| PDF IT Software - DBA , Datawarehousing IT-Software, Software Services 2 - 5 yrs"
NAU_720818, Principal Software Engineer - IT,Naukri Listed Company,Hyderabad, Not Disclosed by Recruiter ," Principal Software Engineer - IT Programming & Design  Eclipse| Coding| Debugging| Cloud computing| Unit testing| Team development| Salesforce CRM| Salesforce.com| Visualforce| Architecture IT Software - Application Programming , Maintenance IT-Software, Software Services 2 - 7 yrs"
NAU_856583, PHP / MYSQL and Drupal Developers,Naukri Listed Company,Chennai, Not Disclosed by Recruiter ," PHP / MYSQL and Drupal Developers Programming & Design  Drupal| MySQL| Joomla| Web technologies| Wordpress| CMS| E-commerce| CakePHP IT Software - Application Programming , Maintenance Telcom, ISP 1 - 3 yrs"
NAU_148461, BMC ITSM Implementation Engineer,Naukri Listed Company,"Bengaluru,Pune", Not Disclosed by Recruiter ," BMC ITSM Implementation Engineer Admin/Maintenance/Security/Datawarehousing  Managed services| ITSM| Unix operating system| ITIL framework| Asset management| Troubleshooting| SLAS| Remedy IT Software - ERP , CRM IT-Software, Software Services 2 - 5 yrs"
NAU_461638," Corprorate Communication - IT Giant, Pune",Naukri Listed Company,Pune," 14,00,000 - 20,00,000 PA. "," Corprorate Communication - IT Giant, Pune Marketing  public relation| branding| media strategy| external communication| internal communication| corp comm Marketing , Advertising , MR , PR , Media Planning IT-Software, Software Services 8 - 13 yrs"
NAU_650282, Accounts Manager - Hotel,Naukri Listed Company,Mumbai (J B Nagar) ," 10,00,000 - 12,00,000 PA. "," Accounts Manager - Hotel Accounts  Accounting| Accounts Receivable| Accounts Payable| Finance| Taxation| Debtors| Night Auditing| Cash Flow| Financial Statements| Profit Accounts , Finance , Tax , Company Secretary , Audit Travel , Hotels , Restaurants , Airlines , Railways 8 - 10 yrs"
NAU_381266, SAP Successfactors Consultant - Api/odata Integration,Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," SAP Successfactors Consultant - Api/odata Integration System Design/Implementation/ERP/CRM  SuccessFactors| OData| SAP Implementation| Functional Consultant IT Software - ERP , CRM IT-Software, Software Services 5 - 10 yrs"
NAU_567304, Oracle EBS Finance Functional Consultant,Naukri Listed Company,Chennai, Not Disclosed by Recruiter ," Oracle EBS Finance Functional Consultant System Design/Implementation/ERP/CRM  Training| Web technologies| Finance| HTTP| Business solutions| Oracle e-business suite| Solution Architect IT Software - ERP , CRM IT-Software, Software Services 8 - 13 yrs"
NAU_841534, SBA/ AM/ Manager/ Senior Manager - Analytics - Group Disability,Naukri Listed Company,Gurgaon, Not Disclosed by Recruiter ," SBA/ AM/ Manager/ Senior Manager - Analytics - Group Disability Analytics & BI  Predictive Modeling| SAS| Analytics| Statistics| Python Analytics & Business Intelligence IT-Software, Software Services 4 - 8 yrs"
NAU_200632, Electronics Engineering- Assistant Professor,Naukri Listed Company,Thane, Not Disclosed by Recruiter ," Electronics Engineering- Assistant Professor University Level  Teaching| Educator| Counselor| Mentor| Trainer| Advisor Teaching , Education , Training , Counselling Education, Teaching, Training 2 - 5 yrs"
NAU_228669, Investment Adviser,Naukri Listed Company,Ahmedabad, Not Disclosed by Recruiter ," Investment Adviser Operations/Processes  Relationship management| Networking| Financial planning| New business development| Analytical| Market analysis| Monitoring| Investment strategies| Sales Financial Services , Banking , Investments , Insurance IT-Software, Software Services 2 - 5 yrs"
NAU_231053, Php and MySql Developer,Naukri Listed Company,Delhi, Not Disclosed by Recruiter ," Php and MySql Developer Programming & Design  php mysql| mca| ajax| javascript| firewall| web| linux| voip| zend| php| html| telecom| mysql IT Software - Application Programming , Maintenance IT-Software, Software Services 2 - 7 yrs"
NAU_790565, HR Executive-recruiter for Nurses Hiring (6 Month Contract)@ Bengaluru,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," HR Executive-recruiter for Nurses Hiring (6 Month Contract)@ Bengaluru HR/ Recruitment / IR  Recruitment| Screening| Hiring| Sourcing| HR| Provider| Educational Qualification HR , Recruitment , Administration , IR Medical, Healthcare, Hospitals 0 - 5 yrs"
NAU_177032,Sr. Software Engineer,Naukri Listed Company,Bengaluru,Openings: 1,"Sr. Software Engineer Programming & Design Software Development|Simulation|Functional Safety|Software Engineering|Targetlink|SIL|Spice|Simulink|Embedded Development|MATLAB IT Software - Embedded , EDA , VLSI , ASIC , Chip Design IT-Software / Software Services  3 - 8 Years"
NAU_731819, Manager - Recruitment,Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," Manager - Recruitment HR/ Recruitment / IR  interviewing| recruitment| hr| talent acquisition| Hiring| Lateral Hiring| Leadership Hiring HR , Recruitment , Administration , IR Banking, Financial Services, Broking 4 - 9 yrs"
NAU_478905," IOS Developer (Hyderabad, India)",Naukri Listed Company,"Hyderabad,hyderabad", Not Disclosed by Recruiter ," IOS Developer (Hyderabad, India) Programming & Design  IOS| XML| JSON| Memory management| iPhone SDK| Web services| Mac OS| Cocoa framework| life| Application IT Software - Mobile IT-Software, Software Services 2 - 3 yrs"
NAU_207860, Test Engineer,Naukri Listed Company,Kolkata (Topsia) ," 2,00,000 - 3,50,000 PA. "," Test Engineer Programming & Design  test engineering| Manual Testing| Mobile Testing| Mobile Application Testing| Functional Testing| System Testing| Regression Testing| Web Testing| IOS Application testing IT Software - QA & Testing IT-Software, Software Services 2 - 3 yrs"
NAU_276401,Marketing Head – Logistics and Warehousing Services,Naukri Listed Company, Delhi NCR," INR 35,00,000 - 45,00,000 PA.","Marketing Head – Logistics and Warehousing Services Senior Management national sales|marketing|Container Terminal|exim|logistics|warehousing|warehouse|3PL Sales , Retail , Business Development Courier / Transportation / Freight / Warehousing  18 - 25 Years"
NAU_916673, SAP HCM Consultant,Naukri Listed Company,"Delhi NCR,Chennai,Bengaluru"," 5,00,000 - 12,00,000 PA. "," SAP HCM Consultant System Design/Implementation/ERP/CRM  PA| Payroll| PMO| SAP HCM| SAP HR| SCOPE| Successfactors| Project Delivery| OM| Delivery Management IT Software - Application Programming , Maintenance IT-Software, Software Services 3 - 8 yrs"
NAU_101690, Internal Sales Representative West,Naukri Listed Company,"Chennai,Coimbatore", Not Disclosed by Recruiter ," Internal Sales Representative West Retail Sales  Training| Usage| Sales| Shaping| Relationship| Product sales| Sales training| CRM Sales , Retail , Business Development IT-Software, Software Services 2 - 7 yrs"
NAU_946053, Secretary CUM Administrator_mumbai_veena Chambers,Naukri Listed Company,Mumbai," 3,00,000 - 3,50,000 PA. "," Secretary CUM Administrator_mumbai_veena Chambers Treasury  Secretarial Activities| Administration Financial Services , Banking , Investments , Insurance Banking, Financial Services, Broking 2 - 7 yrs"
NAU_829806, Senior Research Analyst,Naukri Listed Company,Hyderabad, Not Disclosed by Recruiter ," Senior Research Analyst Voice  Health insurance| Due diligence| Networking| Quantitative research| Consulting| Market research| Workflow| Senior Research Analyst| Forecasting| Secondary research ITES , BPO , KPO , LPO , Customer Service , Operations Advertising, PR, MR, Event Management 4 - 6 yrs"
NAU_454164, PMS Coordinator 1,Naukri Listed Company,Ahmedabad, Not Disclosed by Recruiter ," PMS Coordinator 1 Site Engineering  monitoring| preventive maintenance| diesel| pms| maintenance plan| purchase| equipment| equipment list| management| material Site Engineering , Project Management Oil and Gas, Energy, Power, Infrastructure 2 - 5 yrs"
NAU_341913, Financial Services CA,Naukri Listed Company,"Gurgaon,Delhi", Not Disclosed by Recruiter ," Financial Services CA Accounts  Financial services| Consulting| Associate Investment Banking| Investment banking| Advisory| Process Associate| Banking| Auditing| Consultancy| CVS Accounts , Finance , Tax , Company Secretary , Audit Recruitment, Staffing 0 - 1 yrs"
NAU_833249, CTC 5L : Equity/commodity Dealer for Largest Broking firm,Naukri Listed Company,"Mumbai,Mumbai Suburbs,Navi Mumbai,Chennai,Bengaluru,Pune"," 2,50,000 - 5,00,000 PA. "," CTC 5L : Equity/commodity Dealer for Largest Broking firm Corporate Sales  Commodities| Equity| Futures| HNI Client Handling| Business Planning| Revenue Enhancement| dealer| Commodity Dealer| Equity Dealer Sales , Retail , Business Development Banking, Financial Services, Broking 1 - 6 yrs"
NAU_482144, Oracle Apps DBA,Naukri Listed Company,Gurgaon, Not Disclosed by Recruiter ," Oracle Apps DBA Admin/Maintenance/Security/Datawarehousing  SQL| MySQL| Oracle Apps| Database administration| Troubleshooting| Open source| Performance tuning| RMAN| Monitoring| Archiving IT Software - DBA , Datawarehousing IT-Software, Software Services 7 - 12 yrs"
NAU_485270," Data Migration Expert, Data Migration Consultant, Data Migration",Naukri Listed Company,Ahmedabad," 3,00,000 - 8,00,000 PA. "," Data Migration Expert, Data Migration Consultant, Data Migration Admin/Maintenance/Security/Datawarehousing  troubleshoot| server| software| testing| implementation| project| data migration| it| sql| database| consultant| web| migration| troubleshooting| mysql IT Software - DBA , Datawarehousing IT-Software, Software Services 6 - 11 yrs"
NAU_926372, Sr. Executive / AM - Commercial (invoicing & Logistics),Naukri Listed Company,Greater Noida," 5,00,000 - 7,50,000 PA. "," Sr. Executive / AM - Commercial (invoicing & Logistics) Logistics  test certificate| preparing invoices| Logistics| Transport Management Supply Chain , Logistics , Purchase , Materials Industrial Products, Heavy Machinery 8 - 12 yrs"
NAU_524691, Content Writer- Asst.manager / Dy.manager- ( CSR Content Writer ),Naukri Listed Company,Ahmedabad, Not Disclosed by Recruiter ," Content Writer- Asst.manager / Dy.manager- ( CSR Content Writer ) Editor  Content Creation| Content Generation| creative writer| content writing| copy writer| Content Writer| content editor| Blog Writing| Article Writing Journalism , Editing , Content NGO, Social Services, Regulators, Industry Associations 7 - 12 yrs"
NAU_242209, Supply Chain Analytics Consultant,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Supply Chain Analytics Consultant Voice  Order management| Supply chain| SAN| Career development| Sales operations| Analytical| Consulting| Cash flow| Customer service| Software services ITES , BPO , KPO , LPO , Customer Service , Operations IT-Hardware & Networking 6 - 8 yrs"
NAU_462775, NSM / ZSM /rsm/ ASM /SO,Naukri Listed Company,"Delhi NCR,Faridabad,Pan India", AS PER Candidate Profile + Ta+da+mobile + Incentives ," NSM / ZSM /rsm/ ASM /SO Retail Sales  Sales| Distribution| Appoint| Business Expansion| FMCG| Business Generation| Team Management Sales , Retail , Business Development FMCG, Foods, Beverage 2 - 4 yrs"
NAU_662245, Sr. Technical Architect For Pune Location,Naukri Listed Company,Pune, Not Disclosed by Recruiter ," Sr. Technical Architect For Pune Location Programming & Design  software development| cyber security| big data IT Software - Application Programming , Maintenance IT-Software, Software Services 10 - 15 yrs"
NAU_291319, Oracle SCM Functional Consultant,Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," Oracle SCM Functional Consultant System Design/Implementation/ERP/CRM  User Acceptance Testing| Post Production| Unit Testing| Oracle Scm| Oracle E - business Suite| Functional Testing| Functional Consultancy IT Software - ERP , CRM Medical, Healthcare, Hospitals 4 - 9 yrs"
NAU_609608, Product Manager - Digital Home Loans,Naukri Listed Company,"Bengaluru,Mumbai", Not Disclosed by Recruiter ," Product Manager - Digital Home Loans Programming & Design  Sales| Product Innovation| Customer Experience| Team Management| Affordable Housing| Operations| TAT| CRM| Customer Service| User Experience IT Software - ERP , CRM Banking, Financial Services, Broking 10 - 15 yrs"
NAU_876561, Analyst/sr. Analyst,Naukri Listed Company,"Delhi NCR,Bengaluru,Chennai"," 5,00,000 - 12,00,000 PA. "," Analyst/sr. Analyst Corporate Planning/Consulting/Strategy  business research| Industry Research| Market Research| Technology Consultant Strategy , Management Consulting , Corporate Planning KPO, Research, Analytics 0 - 3 yrs"
NAU_100756, Openings for big data Developers,Naukri Listed Company,Bengaluru (Bellandur) ," 5,00,000 - 15,00,000 PA. "," Openings for big data Developers Programming & Design  Hadoop| Oozie| Spark| Cloudera| HBase| SCALA| Cassandra| Java| Big Data| SQL IT Software - Application Programming , Maintenance IT-Software, Software Services 5 - 8 yrs"
NAU_233690, Quality Assistant,Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," Quality Assistant Production/Manufacturing/Maintenance  Production| Manufacturing| Manager| Maintenance| Logistics| Workman| Foreman| Technician Production , Manufacturing , Maintenance Pharma, Biotech, Clinical Research 0 - 2 yrs"
NAU_232152,Manager Pricing,Naukri Listed Company,Gurgaon,Openings: 1,"Manager Pricing Corporate Planning/Consulting/Strategy npv|rfp|management reporting|financial analysis|project management|cost reduction|pricing|costing|revenue planning|irr|Proposal Writing|bid writing|rfp writing|rfp content|proposal content Strategy , Management Consulting , Corporate Planning BPO / Call Centre / ITES  5 - 10 Years"
NAU_369611, Branch Manager -stock Broking- Ahmedabad,Naukri Listed Company,Ahmedabad," 2,50,000 - 3,75,000 PA. "," Branch Manager -stock Broking- Ahmedabad Retail Sales  branch sales manager| relationship officer| assistant branch manager| Relationship Manager| business development executive| Branch Manager| bdm| Sale Executive| Marketing Executive Sales , Retail , Business Development Banking, Financial Services, Broking 3 - 8 yrs"
NAU_586140, Freshers Required for Branch Banking Officer @ Delhi/ncr,Naukri Listed Company,"Delhi NCR,Moradabad,Rohtak"," 2,25,000 - 3,50,000 PA. "," Freshers Required for Branch Banking Officer @ Delhi/ncr Retail Sales  saving account| current account| sales| banking| cross selling| sales manager| area sales manager| sales officer| back office assistant| computer operator| branch management Sales , Retail , Business Development Banking, Financial Services, Broking 0 - 2 yrs"
NAU_140914, Project Manager - ( Electronic Security),Naukri Listed Company,Navi Mumbai," 3,50,000 - 6,00,000 PA. "," Project Manager - ( Electronic Security) Project Management  Building Management System| Project Management| Project Execution| Bms| Project Engineering| Electronic Security| Maintenance| Fire Safety| Safety Management| Customer Management IT Software - Application Programming , Maintenance IT-Software, Software Services 6 - 10 yrs"
NAU_729060,SAP HCM Payroll,Naukri Listed Company, Gurgaon, Not Disclosed by Recruiter,"SAP HCM Payroll Programming & Design Payroll|Data migration|Recruitment|Business process|Backend|Outsourcing|Loans|Talent management|Operations|Claims IT Software - ERP , CRM IT-Software / Software Services  5 - 6 Years"
NAU_931561, Earning Opportunity For TSE ( Inbound Tech Support),Naukri Listed Company,Kolkata, Not Disclosed by Recruiter ," Earning Opportunity For TSE ( Inbound Tech Support) Voice  Outbound| Customer service| Technical support| Sales| Senior Executive| Inbound calls| Inbound voice process| US shift| Antivirus| Comp ITES , BPO , KPO , LPO , Customer Service , Operations IT-Software, Software Services 0 - 3 yrs"
NAU_251469, Sr. Director of Digital - Analytics & Automation,Naukri Listed Company,"Delhi,Gurgaon", Not Disclosed by Recruiter ," Sr. Director of Digital - Analytics & Automation Senior Management  Sales Process| Communication Skills| Digital Transformation| Digital Analytics| Technology Solutions| Creative Solutions| Troubleshooting Skills| Life Cycle| Business Modeling| Process Automation IT Software - eCommerce , Internet Technologies Internet, Ecommerce 8 - 12 yrs"
NAU_996745, Php Developer,Naukri Listed Company,"Greater Noida,Noida", Not Disclosed by Recruiter ," Php Developer Programming & Design  Javascript| PHP| XML| ERP| css| technical| analytical| software| wordpress| cms| HTML| tools| coding| web| optimization| MySQL| design| debugging| Ajax| development| testing| Joomla| jQuery| CRM IT Software - Application Programming , Maintenance IT-Software, Software Services 1 - 4 yrs"
NAU_592901, Software Developer-sql,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Software Developer-sql Admin/Maintenance/Security/Datawarehousing  Unit Testing| Front End| Problem Solving| Database| Application Support| SQL| Communication IT Software - Application Programming , Maintenance IT-Software, Software Services 2 - 5 yrs"
NAU_539220, urgently Hiring For Website Selling process In international Bpo,Naukri Listed Company,Kolkata, Not Disclosed by Recruiter ," urgently Hiring For Website Selling process In international Bpo Voice  Help Desk| Customer Service| customer relationship| access controls| Asset Management| Vendor Management ITES , BPO , KPO , LPO , Customer Service , Operations IT-Software, Software Services 0 - 2 yrs"
NAU_408451, Urgent opening for Dotnet developer in bengaluru,Naukri Listed Company,Bengaluru," 4,00,000 - 4,50,000 PA. "," Urgent opening for Dotnet developer in bengaluru Programming & Design  C#| .netframework| css| .net developer| MCA| javascript| jquery| ASP.Net| .Net| html| WCF| MVC| c# developer| Ajax IT Software - Application Programming , Maintenance IT-Software, Software Services 2 - 7 yrs"
NAU_542677, Associate require for International Inbound /US shift.,Naukri Listed Company,Kolkata, Not Disclosed by Recruiter ," Associate require for International Inbound /US shift. Voice  Outbound| English| Comp| Sales| Technical Support Executive| Inbound calls| US shift| Inbound voice process| Customer Service Executive| Technical support ITES , BPO , KPO , LPO , Customer Service , Operations IT-Software, Software Services 1 - 4 yrs"
NAU_822774, Small Business NBN Operations Lead,Naukri Listed Company,Pune, Not Disclosed by Recruiter ," Small Business NBN Operations Lead Operations  Transition| Monitoring| Operations| Change management| IT risk| Staffing| Troubleshooting| Business continuity| Continuous improvement| Compliance ITES , BPO , KPO , LPO , Customer Service , Operations Telcom, ISP 3 - 6 yrs"
NAU_312781, SEO,Naukri Listed Company,Gurgaon, Not Disclosed by Recruiter ," SEO Admin/Maintenance/Security/Datawarehousing  Bookmarking| RSS| Web development| Javascript| Tools| Keyword research| HTML| Link building| SEO| Analytics IT Software - eCommerce , Internet Technologies Media, Entertainment, Internet 2 - 5 yrs"
NAU_812990,Salesforce Technical Architecture,Naukri Listed Company, Bengaluru, Not Disclosed by Recruiter,"Salesforce Technical Architecture Programming & Design Javascript|XML|HTML|Workflow|Coding|Salesforce|Business process|Outsourcing|Operations|Technical architecture IT Software - Application Programming , Maintenance IT-Software / Software Services  3 - 5 Years"
NAU_504403, ASP .Net Developer,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," ASP .Net Developer Programming & Design  Business Analysts| Architects| Lead Developers| design| development| SQL| XML| JAVA| PL| SQL. Android| ios development IT Software - Application Programming , Maintenance Recruitment, Staffing 3 - 4 yrs"
NAU_749269, SAP SRM Functional Consultant,Naukri Listed Company,"Bengaluru,Hyderabad", Not Disclosed by Recruiter ," SAP SRM Functional Consultant Programming & Design  Procurement| Material management| Business process| Relationship management| Performance management| SAP SRM| Service| public sector| Operations| Spend management IT Software - ERP , CRM Banking, Financial Services, Broking 7 - 12 yrs"
NAU_595842, Strong communication and analytical skills,Naukri Listed Company,"Bengaluru,Pune", Not Disclosed by Recruiter ," Strong communication and analytical skills Medical Professional  Analytical skills| Training| Diagnostics| Troubleshooting| IEEE Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology IT-Software, Software Services 3 - 6 yrs"
NAU_856769,Business Development Manager-leading Life Insurance,Naukri Listed Company,"Hyderabad,Ahmedabad","INR 3,00,000 - 6,00,000 PA.","Business Development Manager-leading Life Insurance Retail Sales sales|business development|bdm|revenue generation|life insurance|insurance sales|Client Acquisition|banking sales|Direct sales|direct channel|life insurance sales|Life Insurance Agent|life insurance advisor Sales , Retail , Business Development Insurance  2 - 7 Years"
NAU_988839, Urgent Openings II Supervisor Quality ( BPO ) || Pune,Naukri Listed Company,Mumbai," 5,00,000 - 8,00,000 PA. "," Urgent Openings II Supervisor Quality ( BPO ) || Pune Quality  Training| Attendance| Policies| Quality Supervisor| Selection| Quality| Performance Appraisal ITES , BPO , KPO , LPO , Customer Service , Operations BPO, Call Centre, ITeS 5 - 10 yrs"
NAU_144322, Job Opportunity for Java Developers in Bangalore Location,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Job Opportunity for Java Developers in Bangalore Location Programming & Design  Java| Spring| Hibernate| Microservices| Spring Boot| Web Services IT Software - Application Programming , Maintenance IT-Software, Software Services 5 - 10 yrs"
NAU_413327, Sr. SALES EXECUTIVE,Naukri Listed Company,Chennai, Not Disclosed by Recruiter ," Sr. SALES EXECUTIVE Retail Sales  planning| revenue| business| activities| streams| it| relationship| sales executive| customer| sr Sales , Retail , Business Development Strategy, Management Consulting Firms 3 - 5 yrs"
NAU_931444, International Market Research / Rotational Shift / Ahmedabad Location,Naukri Listed Company,Ahmedabad," 1,50,000 - 3,00,000 PA. "," International Market Research / Rotational Shift / Ahmedabad Location Voice  international process| international bpo| global| market research| international| market research analyst ITES , BPO , KPO , LPO , Customer Service , Operations BPO, Call Centre, ITeS 1 - 4 yrs"
NAU_844592,Sales – Corporate Gifting,Naukri Listed Company, Mumbai," INR 5,00,000 - 8,00,000 PA.","Sales – Corporate Gifting Retail Sales corporate sales|sales planning|customer retention|business development|b2b sales|Corporate Gifts|corporate gifting|institutional gifting Sales , Retail , Business Development Retail / Wholesale  2 - 7 Years"
NAU_823907, PHP / Wordpress Developer,Naukri Listed Company,Ahmedabad, Not Disclosed by Recruiter ," PHP / Wordpress Developer Programming & Design  CSS| jQuery| html5| OOPS| MySQL| Wordpress| Javascript| PHP| prestashop IT Software - Application Programming , Maintenance Recruitment, Staffing 2 - 6 yrs"
NAU_980667, Client Relationship Partner,Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," Client Relationship Partner Retail/Personal Banking  Investment products| Client relationship| Compliance| Corporate Financial Services , Banking , Investments , Insurance Banking, Financial Services, Broking 2 - 7 yrs"
NAU_206591, Analytic Consultant 2,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Analytic Consultant 2 Programming & Design  SAN| SAS| Asset management| Dms| Risk management| Data mining| Financial services| SQL| Python IT Software - Application Programming , Maintenance Banking, Financial Services, Broking 2 - 6 yrs"
NAU_931116, Admin Executive Job in Noida,Naukri Listed Company,Noida, Not Disclosed by Recruiter ," Admin Executive Job in Noida Administration/Facility Management  Facility management| Charts| Senior Executive Administration| admin executive| Administrator Department| Employee welfare| Recruitment| Management Executive| Administration work| Report preparation HR , Recruitment , Administration , IR Recruitment, Staffing 1 - 4 yrs"
NAU_527475, Interior Designer,Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," Interior Designer Interior Design  Supervisor| AutoCAD| Illustrator| Project management| Research| Budgeting| Interior designing| 3DSmax| space planning Architecture , Interior Design Architecture, Interior Design 3 - 6 yrs"
NAU_960004, Business Development Manager,Naukri Listed Company,Mumbai," 2,00,000 - 3,50,000 PA. "," Business Development Manager Corporate Sales  Sales| Concept Selling| it solution sales| Software Sales| software solution sales Sales , Retail , Business Development IT-Software, Software Services 2 - 4 yrs"
NAU_609473,HR Associate - Talent Acquisition.,Naukri Listed Company,Chennai,Openings: 2,"HR Associate - Talent Acquisition. Voice screening|hiring|non it talent acquisition|bulk hiring|hr|mass recruitment|sourcing|talent acquisition|selection|campus sourcing|recruitment|volume hiring|conducting interviews|non it recruitment ITES , BPO , KPO , LPO , Customer Service , Operations BPO / Call Centre / ITES  1 - 3 Years"
NAU_401477, JAVA Freshers Opening in Chennai,Naukri Listed Company,Chennai, Not Disclosed by Recruiter ," JAVA Freshers Opening in Chennai Programming & Design  css| information technology| software fresher| IT| core java| sql| java| computer science| oops| j2ee| html| communication skills IT Software - Application Programming , Maintenance IT-Software, Software Services 0 - 1 yrs"
NAU_626656, iOS Developer,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," iOS Developer Programming & Design  documentation| cocoa| objective c| c| technical| software| unit testing| testing| xcode| ios| iphone| mac os x| coding| strategic thinking| ui| design| developer IT Software - Application Programming , Maintenance IT-Software, Software Services 2 - 5 yrs"
NAU_824105, Dynamics Ax Functional Consultant,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Dynamics Ax Functional Consultant Programming & Design  microsoft dynamics ax| ms dynamics ax| business analysis| functional consultancy IT Software - Application Programming , Maintenance IT-Software, Software Services 3 - 8 yrs"
NAU_557156, Accounts In - charge,Naukri Listed Company,"Navi Mumbai,Mumbai", Not Disclosed by Recruiter ," Accounts In - charge Accounts  Tally| Payroll| Financial reporting| Financial accounting| Billing| Budgeting| Raw material| Forecasting| Variance analysis| Auditing Accounts , Finance , Tax , Company Secretary , Audit IT-Software, Software Services 3 - 5 yrs"
NAU_225571, Requisition Id Manager (Electrical Instrumentation),Naukri Listed Company,Ahmedabad, Not Disclosed by Recruiter ," Requisition Id Manager (Electrical Instrumentation) Production/Manufacturing/Maintenance  Electrical engineering| Word| Technical evaluation| Technical skills| Instrumentation| Problem| Microstation| Data sheets| Cable sizing Production , Manufacturing , Maintenance Oil and Gas, Energy, Power, Infrastructure 3 - 8 yrs"
NAU_687337, Senior Professional- Corporate Finance Strategy- Big4- Iim/isb/mdi/fms,Naukri Listed Company,Gurgaon, Not Disclosed by Recruiter ," Senior Professional- Corporate Finance Strategy- Big4- Iim/isb/mdi/fms Corporate Planning/Consulting/Strategy  Corporate Strategy| Strategy Consulting| Corporate Finance| Financial Consulting Strategy , Management Consulting , Corporate Planning Accounting, Finance 12 - 18 yrs"
